Date,Category,Item,SalesQuantity,Price
2024-02-08,Formal Wear,Trousers,14,164.97
2023-09-10,Formal Wear,Trousers,81,46.01
2023-10-14,Casual Wear,Hoodie,55,32.95
2024-01-14,Casual Wear,T-Shirts,46,71.44
2024-04-23,Casual Wear,Hoodie,84,70.09
2023-12-18,Formal Wear,Suits,59,51.82
2024-06-13,Accessories,Scarves,84,128.54
2023-07-01,Casual Wear,T-Shirts,28,88.11
2023-08-16,Accessories,Hat,14,145.38
2023-09-12,Accessories,Hats,33,192.22
2023-10-20,Accessories,Scarves,81,142.3
2023-12-05,Accessories,Hats,43,43.31
2023-09-03,Accessories,Scarves,86,101.6
2024-03-04,Formal Wear,Suits,78,183.3
2023-08-31,Formal Wear,Dress Shirts,66,131.71
2024-03-04,Casual Wear,T-Shirts,30,14.03
2023-08-29,Casual Wear,Shorts,31,150.2
2024-05-08,Casual Wear,T-Shirts,8,36.14
2023-09-16,Formal Wear,Dress Shirts,26,38.82
2024-03-22,Casual Wear,T-Shirts,31,185.45
2024-01-11,Accessories,Hat,95,176.69
2023-08-01,Casual Wear,Shorts,41,132.28
2024-05-26,Casual Wear,Hoodie,83,164.42
2024-04-02,Casual Wear,Jeans,94,72.94
2024-01-14,Casual Wear,Jeans,70,20.27
2023-11-08,Accessories,Hats,88,142.29
2023-11-09,Casual Wear,Hoodie,67,71.11
2023-10-04,Formal Wear,Trousers,1,22.28
2023-09-09,Formal Wear,Suits,25,19.9
2023-09-19,Casual Wear,Jeans,17,27.43
2023-11-29,Accessories,Hats,31,106.41
2023-12-28,Formal Wear,Trousers,60,69.18
2023-08-12,Accessories,Hats,32,90.56
2024-06-09,Accessories,Hats,39,64.22
2023-07-07,Formal Wear,Trousers,26,61.65
2023-10-07,Formal Wear,Suits,47,85.67
2023-07-30,Casual Wear,Hoodie,57,90.31
2024-05-13,Accessories,Hat,98,39.62
2024-05-04,Formal Wear,Suits,98,82.47
2023-10-10,Casual Wear,Shorts,77,112.07
2023-08-11,Accessories,Hats,33,82.29
2023-08-05,Formal Wear,Dress Shirts,37,81.28
2024-04-20,Accessories,Hat,10,73.31
2023-06-19,Accessories,Hat,26,39.4
2023-08-05,Casual Wear,T-Shirts,2,173.71
2023-11-11,Accessories,Scarves,63,86.87
2024-02-25,Formal Wear,Dress Shirts,96,80.9
2024-03-21,Formal Wear,Dress Shirts,83,197.63
2023-08-09,Casual Wear,Hoodie,5,198.57
2023-06-16,Casual Wear,Hoodie,73,40.85
2023-11-30,Formal Wear,Dress Shirts,99,183.49
2024-01-14,Accessories,Scarves,66,144.73
2023-08-08,Accessories,Scarves,90,20.96
2023-09-27,Formal Wear,Dress Shirts,95,56.89
2023-12-11,Formal Wear,Suits,47,129.88
2024-05-09,Accessories,Bags,90,136.48
2024-01-04,Casual Wear,Shorts,78,96.54
2024-05-06,Accessories,Hats,33,57.01
2024-03-13,Accessories,Hats,2,32.18
2024-04-22,Casual Wear,Hoodie,51,144.15
2023-07-05,Casual Wear,Jeans,55,41.51
2023-11-28,Formal Wear,Dress Shirts,89,67.42
2023-06-17,Accessories,Hat,76,68.52
2023-07-14,Formal Wear,Trousers,12,30.76
2023-09-17,Accessories,Scarves,19,61.11
2024-01-12,Casual Wear,Hoodie,90,68.54
2023-07-02,Casual Wear,Hoodie,1,28.41
2023-12-26,Accessories,Hat,68,89.2
2023-09-25,Formal Wear,Trousers,56,42.42
2023-12-24,Formal Wear,Suits,91,35.52
2023-08-06,Formal Wear,Suits,65,190.21
2023-07-11,Formal Wear,Trousers,28,45.27
2024-02-28,Casual Wear,Jeans,98,46.46
2024-04-05,Formal Wear,Dress Shirts,81,183.46
2023-07-23,Casual Wear,Jeans,11,65.69
2024-05-17,Formal Wear,Suits,36,22.21
2024-04-01,Casual Wear,Jeans,62,102.19
2023-09-23,Casual Wear,T-Shirts,8,60.56
2024-04-25,Casual Wear,T-Shirts,13,50.1
2023-12-24,Casual Wear,Hoodie,78,108.81
2024-01-07,Formal Wear,Dress Shirts,61,153.81
2023-11-25,Accessories,Hat,44,80.45
2024-05-05,Formal Wear,Dress Shirts,31,188.79
2023-08-18,Accessories,Hat,49,126.05
2023-10-17,Formal Wear,Dress Shirts,13,10.59
2024-01-16,Accessories,Hat,93,168.73
2023-12-31,Casual Wear,T-Shirts,78,33.35
2023-06-25,Accessories,Scarves,90,152.77
2023-12-11,Casual Wear,Shorts,58,127.49
2024-01-01,Accessories,Hat,66,88.49
2024-05-07,Casual Wear,T-Shirts,82,191.93
2023-10-07,Formal Wear,Suits,82,78.44
2023-07-10,Casual Wear,Shorts,87,94.42
2024-02-15,Accessories,Hat,52,150.45
2023-11-13,Casual Wear,Shorts,55,188.43
2024-06-08,Formal Wear,Trousers,90,181.99
2024-01-12,Accessories,Hat,38,125.36
2023-09-16,Accessories,Hats,67,176.48
2023-07-12,Accessories,Bags,17,104.61
2024-05-18,Casual Wear,Shorts,87,199.3
2023-09-12,Formal Wear,Suits,58,191.46
2023-08-18,Formal Wear,Trousers,70,55.77
2023-10-06,Casual Wear,Jeans,97,189.4
2023-12-28,Accessories,Bags,14,92.63
2024-02-27,Accessories,Bags,21,186.51
2024-01-11,Formal Wear,Dress Shirts,99,63.27
2024-05-04,Accessories,Scarves,86,100.5
2023-07-18,Accessories,Bags,86,35.79
2024-01-22,Accessories,Hat,12,161.15
2024-01-30,Formal Wear,Suits,74,155.6
2023-10-09,Accessories,Bags,83,75.21
2023-09-19,Accessories,Hat,84,132.0
2024-04-15,Accessories,Hat,30,52.47
2024-04-01,Casual Wear,Shorts,12,31.16
2024-01-01,Formal Wear,Trousers,76,188.07
2023-10-10,Accessories,Bags,74,79.87
2023-12-21,Formal Wear,Dress Shirts,74,150.01
2024-02-12,Formal Wear,Suits,76,111.76
2023-08-03,Formal Wear,Dress Shirts,41,156.54
2024-06-05,Accessories,Hats,67,136.11
2023-10-08,Accessories,Hats,14,85.11
2023-09-28,Accessories,Hat,41,37.49
2024-06-13,Formal Wear,Suits,64,139.2
2023-12-04,Casual Wear,Shorts,19,151.94
2023-08-07,Accessories,Bags,77,70.83
2023-07-23,Accessories,Bags,36,199.4
2023-11-09,Accessories,Hat,81,167.45
2023-07-04,Formal Wear,Dress Shirts,91,193.63
2023-08-14,Casual Wear,Shorts,20,167.3
2023-09-08,Casual Wear,Jeans,90,149.79
2023-10-16,Casual Wear,Hoodie,94,84.44
2023-08-31,Accessories,Hats,3,114.11
2023-12-04,Formal Wear,Dress Shirts,87,99.95
2023-10-15,Formal Wear,Dress Shirts,51,23.65
2023-09-14,Accessories,Scarves,37,142.31
2023-12-23,Casual Wear,Hoodie,13,34.87
2024-05-02,Accessories,Bags,91,67.77
2023-11-03,Accessories,Hats,74,36.14
2023-09-11,Accessories,Hat,38,180.47
2024-02-19,Casual Wear,Jeans,96,47.17
2024-03-15,Accessories,Bags,47,147.93
2024-06-10,Accessories,Bags,87,159.24
2024-02-03,Casual Wear,Hoodie,55,139.09
2024-05-05,Casual Wear,T-Shirts,13,77.56
2024-03-04,Formal Wear,Suits,7,32.3
2023-06-28,Accessories,Scarves,76,92.43
2023-09-11,Casual Wear,Hoodie,32,16.46
2023-10-16,Casual Wear,Hoodie,63,67.51
2024-06-02,Accessories,Hats,84,151.59
2023-10-15,Accessories,Bags,100,98.1
2024-01-05,Accessories,Hat,36,130.14
2023-10-23,Formal Wear,Dress Shirts,2,32.8
2023-09-16,Casual Wear,T-Shirts,63,131.87
2023-06-15,Accessories,Hats,3,121.5
2023-11-16,Accessories,Hat,36,141.81
2024-01-01,Casual Wear,Jeans,50,102.0
2024-05-14,Accessories,Hat,39,118.57
2024-02-01,Casual Wear,Shorts,9,145.62
2024-02-16,Accessories,Hats,52,164.44
2024-01-28,Casual Wear,Hoodie,72,165.32
2023-10-10,Accessories,Hat,9,108.59
2023-07-24,Accessories,Bags,97,153.07
2023-10-10,Accessories,Bags,24,173.78
2023-11-11,Accessories,Hats,1,115.4
2023-12-11,Formal Wear,Suits,6,34.48
2023-07-19,Casual Wear,Jeans,12,116.87
2023-12-25,Casual Wear,T-Shirts,16,106.17
2023-08-04,Formal Wear,Trousers,22,90.38
2024-05-18,Accessories,Bags,32,67.11
2024-02-07,Accessories,Scarves,85,111.48
2023-11-04,Casual Wear,Hoodie,89,69.46
2023-10-24,Formal Wear,Trousers,69,107.01
2024-05-03,Accessories,Bags,85,165.76
2023-08-10,Casual Wear,T-Shirts,25,36.92
2023-12-28,Casual Wear,Jeans,78,114.89
2023-07-23,Accessories,Scarves,36,34.41
2024-06-09,Accessories,Hat,10,114.47
2023-12-07,Formal Wear,Dress Shirts,84,181.7
2023-11-04,Formal Wear,Dress Shirts,11,189.5
2024-02-08,Accessories,Hat,89,37.22
2024-03-29,Casual Wear,T-Shirts,81,149.21
2024-02-20,Accessories,Hats,92,80.71
2023-12-20,Accessories,Hats,54,166.1
2023-10-26,Formal Wear,Dress Shirts,49,14.92
2024-05-14,Accessories,Hats,10,61.32
2024-04-01,Accessories,Bags,88,114.19
2024-04-06,Casual Wear,Shorts,82,26.91
2023-08-03,Formal Wear,Dress Shirts,19,175.08
2024-05-26,Casual Wear,Shorts,2,28.61
2024-02-22,Casual Wear,Hoodie,14,158.72
2024-02-25,Casual Wear,Jeans,68,148.38
2024-01-26,Formal Wear,Trousers,63,28.15
2024-02-26,Formal Wear,Trousers,74,174.43
2023-12-11,Accessories,Scarves,78,28.82
2023-11-11,Casual Wear,Jeans,41,189.84
2023-12-08,Formal Wear,Suits,45,163.16
2024-06-02,Accessories,Hat,62,122.54
2023-07-09,Formal Wear,Suits,88,107.58
2024-05-01,Casual Wear,Jeans,19,81.97
2023-07-09,Accessories,Scarves,7,184.5
2023-11-08,Accessories,Scarves,91,157.73
2024-05-12,Accessories,Hat,91,96.98
2024-01-28,Formal Wear,Dress Shirts,60,105.42
2023-12-05,Formal Wear,Dress Shirts,67,188.92
2023-11-04,Casual Wear,Shorts,82,173.01
2024-01-16,Formal Wear,Dress Shirts,99,69.42
2024-03-25,Casual Wear,T-Shirts,10,148.69
2024-02-18,Casual Wear,Jeans,74,20.91
2023-08-25,Accessories,Scarves,71,186.62
2023-08-11,Casual Wear,Hoodie,87,106.65
2023-08-24,Accessories,Hats,62,104.58
2023-07-12,Accessories,Bags,52,12.64
2024-02-07,Casual Wear,T-Shirts,92,90.75
2024-03-19,Accessories,Scarves,32,198.9
2024-01-08,Accessories,Bags,78,95.24
2023-11-17,Casual Wear,Jeans,23,24.27
2024-05-13,Casual Wear,Shorts,7,90.32
2024-03-15,Formal Wear,Suits,48,194.25
2024-01-04,Formal Wear,Trousers,32,168.03
2023-09-21,Casual Wear,Shorts,39,101.79
2024-05-15,Formal Wear,Suits,1,150.22
2024-05-01,Accessories,Hat,28,185.38
2023-07-26,Accessories,Bags,60,179.57
2024-05-02,Formal Wear,Suits,46,11.12
2023-06-17,Formal Wear,Dress Shirts,39,77.24
2023-10-24,Casual Wear,Shorts,93,45.37
2023-12-27,Formal Wear,Suits,13,91.85
2024-02-16,Casual Wear,T-Shirts,68,107.72
2024-05-30,Casual Wear,Hoodie,16,183.49
2023-08-02,Casual Wear,Jeans,99,134.76
2024-03-23,Casual Wear,Hoodie,51,81.12
2024-01-07,Formal Wear,Dress Shirts,24,111.92
2024-03-25,Formal Wear,Suits,57,134.69
2023-09-26,Formal Wear,Suits,18,77.21
2024-02-22,Formal Wear,Suits,46,177.88
2024-01-22,Accessories,Hats,15,46.02
2023-12-12,Casual Wear,Jeans,51,90.0
2024-02-23,Formal Wear,Suits,21,136.58
2024-05-23,Formal Wear,Trousers,35,32.57
2024-04-12,Formal Wear,Trousers,64,161.97
2023-11-27,Accessories,Hats,42,152.71
2024-01-10,Formal Wear,Trousers,93,185.48
2023-10-05,Formal Wear,Suits,15,191.96
2023-07-17,Casual Wear,Jeans,20,75.38
2024-06-04,Casual Wear,Jeans,7,138.88
2023-11-17,Formal Wear,Dress Shirts,77,150.11
2024-04-26,Formal Wear,Dress Shirts,38,63.62
2023-08-05,Casual Wear,Hoodie,32,127.35
2024-02-21,Accessories,Hats,32,63.42
2023-11-22,Casual Wear,Shorts,90,57.0
2024-04-19,Formal Wear,Suits,61,144.23
2024-04-25,Casual Wear,Jeans,25,198.58
2024-06-13,Accessories,Hats,30,32.89
2024-05-06,Formal Wear,Suits,36,198.18
2024-06-01,Casual Wear,Hoodie,3,127.13
2024-02-25,Casual Wear,T-Shirts,49,87.39
2023-11-07,Formal Wear,Trousers,82,196.22
2024-04-18,Casual Wear,Shorts,55,101.05
2023-08-02,Accessories,Hat,83,19.81
2023-09-01,Casual Wear,Shorts,47,63.31
2024-03-08,Formal Wear,Trousers,54,56.92
2024-06-02,Casual Wear,Jeans,6,10.1
2023-08-16,Accessories,Scarves,28,64.21
2024-03-24,Formal Wear,Trousers,13,91.87
2023-12-27,Formal Wear,Dress Shirts,47,73.51
2024-03-29,Casual Wear,T-Shirts,86,12.6
2024-05-19,Accessories,Hats,43,78.51
2024-04-19,Formal Wear,Trousers,100,121.89
2023-10-08,Accessories,Scarves,31,133.55
2023-12-13,Casual Wear,Hoodie,12,178.57
2024-03-01,Casual Wear,T-Shirts,6,121.45
2024-05-10,Accessories,Hats,25,143.89
2024-04-30,Casual Wear,T-Shirts,70,127.61
2023-10-28,Formal Wear,Trousers,61,198.03
2023-07-29,Casual Wear,Jeans,6,34.29
2023-12-25,Formal Wear,Trousers,92,57.98
2023-08-23,Accessories,Scarves,47,95.21
2024-01-19,Accessories,Bags,56,22.86
2023-10-24,Formal Wear,Trousers,65,160.27
2024-01-11,Casual Wear,Shorts,90,193.82
2024-04-18,Formal Wear,Suits,73,21.55
2024-01-12,Accessories,Hats,95,164.76
2023-11-11,Formal Wear,Trousers,69,175.35
2023-07-09,Casual Wear,Jeans,57,152.64
2023-07-01,Formal Wear,Trousers,100,84.15
2023-08-13,Accessories,Scarves,27,44.97
2023-08-23,Casual Wear,Jeans,76,142.38
2023-10-20,Accessories,Hat,65,144.47
2023-09-03,Accessories,Scarves,39,171.97
2024-04-13,Formal Wear,Trousers,35,114.91
2024-05-29,Casual Wear,Jeans,6,111.38
2023-10-11,Formal Wear,Suits,82,38.15
2024-06-07,Formal Wear,Suits,35,175.94
2024-05-16,Casual Wear,Jeans,27,111.57
2024-04-12,Casual Wear,Shorts,81,124.98
2024-05-12,Formal Wear,Dress Shirts,11,189.82
2023-09-29,Accessories,Scarves,93,35.39
2024-01-31,Accessories,Scarves,42,197.2
2024-06-05,Accessories,Bags,46,51.66
2023-07-02,Formal Wear,Suits,33,194.6
2024-03-31,Accessories,Bags,93,151.7
2024-03-13,Formal Wear,Trousers,33,175.3
2023-07-25,Accessories,Hats,57,51.92
2023-06-15,Formal Wear,Suits,75,129.66
2023-08-15,Formal Wear,Suits,58,54.03
2024-05-24,Accessories,Hat,48,38.18
2023-07-28,Formal Wear,Suits,64,44.49
2023-09-10,Casual Wear,Jeans,25,118.24
2023-08-11,Accessories,Hats,83,63.59
2023-07-01,Formal Wear,Suits,23,165.32
2024-01-17,Accessories,Hats,9,37.27
2023-10-01,Formal Wear,Suits,59,182.73
2024-03-08,Formal Wear,Suits,93,110.09
2023-10-17,Accessories,Bags,78,28.95
2024-01-15,Formal Wear,Suits,15,167.05
2023-12-15,Accessories,Bags,17,57.19
2023-11-10,Casual Wear,Shorts,19,188.33
2023-06-27,Accessories,Bags,2,191.95
2024-05-26,Casual Wear,Shorts,91,26.14
2024-04-15,Casual Wear,Hoodie,98,116.94
2023-08-11,Formal Wear,Suits,40,73.03
2024-06-02,Casual Wear,Jeans,8,113.27
2024-01-09,Formal Wear,Trousers,70,33.38
2024-02-27,Casual Wear,T-Shirts,70,66.38
2024-01-23,Accessories,Hat,19,10.23
2023-08-27,Casual Wear,T-Shirts,30,91.16
2024-01-09,Casual Wear,Shorts,84,64.5
2023-11-02,Accessories,Hat,88,178.0
2024-02-14,Casual Wear,Hoodie,22,198.25
2024-04-14,Casual Wear,T-Shirts,37,77.89
2024-04-25,Accessories,Scarves,16,78.49
2023-07-25,Casual Wear,T-Shirts,78,38.71
2024-04-13,Formal Wear,Trousers,43,123.93
2023-06-26,Accessories,Hat,20,179.69
2023-11-25,Accessories,Scarves,80,165.34
2024-04-11,Formal Wear,Suits,35,184.08
2023-11-04,Accessories,Scarves,34,164.04
2023-10-30,Accessories,Bags,1,173.73
2023-08-15,Casual Wear,Jeans,41,38.08
2023-12-03,Formal Wear,Trousers,62,164.78
2023-08-23,Casual Wear,Hoodie,94,62.91
2023-09-17,Casual Wear,Shorts,17,44.56
2023-10-01,Formal Wear,Dress Shirts,41,103.9
2024-06-01,Formal Wear,Trousers,53,124.33
2023-11-19,Accessories,Scarves,18,162.41
2023-12-28,Accessories,Hats,50,89.55
2023-08-05,Formal Wear,Trousers,69,103.59
2024-02-08,Accessories,Hats,50,25.89
2023-08-28,Accessories,Hat,68,119.8
2024-03-25,Accessories,Hats,90,26.58
2023-07-16,Formal Wear,Suits,27,198.84
2024-02-10,Casual Wear,Shorts,72,100.05
2024-02-21,Casual Wear,T-Shirts,8,183.16
2023-08-10,Formal Wear,Suits,38,97.47
2024-06-05,Accessories,Hat,32,50.04
2023-12-19,Casual Wear,T-Shirts,96,36.18
2023-10-07,Accessories,Hats,49,149.29
2023-10-30,Accessories,Hat,48,20.28
2023-11-22,Casual Wear,T-Shirts,62,169.11
2023-11-08,Casual Wear,T-Shirts,19,79.4
2023-11-26,Casual Wear,Jeans,10,12.37
2023-10-31,Formal Wear,Suits,98,44.66
2023-09-29,Accessories,Hats,96,110.22
2023-09-18,Formal Wear,Dress Shirts,53,147.29
2024-03-09,Formal Wear,Trousers,89,12.51
2023-09-30,Casual Wear,Jeans,8,177.42
2024-03-01,Casual Wear,Jeans,65,40.47
2023-12-23,Formal Wear,Dress Shirts,88,190.17
2024-01-23,Formal Wear,Trousers,92,167.61
2024-03-09,Accessories,Scarves,91,53.19
2023-12-24,Casual Wear,Shorts,12,109.09
2024-01-11,Casual Wear,Jeans,52,127.62
2024-02-25,Casual Wear,Hoodie,24,166.28
2023-09-24,Accessories,Bags,89,99.0
2024-05-19,Formal Wear,Trousers,83,86.97
2024-04-14,Formal Wear,Suits,7,162.63
2023-07-05,Accessories,Hat,25,61.28
2023-12-29,Casual Wear,T-Shirts,47,124.61
2023-10-29,Formal Wear,Suits,31,63.62
2023-07-29,Accessories,Bags,9,50.26
2023-11-20,Casual Wear,Shorts,25,114.82
2023-12-05,Accessories,Bags,31,61.14
2024-03-20,Accessories,Bags,73,197.43
2023-11-01,Formal Wear,Suits,7,69.77
2023-12-01,Formal Wear,Suits,46,152.82
2023-09-04,Formal Wear,Trousers,25,69.75
2023-12-03,Formal Wear,Trousers,46,195.03
2024-06-10,Accessories,Bags,43,87.38
2023-07-23,Accessories,Bags,65,163.42
2024-02-21,Casual Wear,T-Shirts,76,161.25
2023-07-10,Formal Wear,Trousers,5,65.12
2024-04-21,Casual Wear,Hoodie,11,178.19
2023-11-26,Casual Wear,Jeans,28,163.42
2023-11-15,Accessories,Hats,99,146.53
2023-09-16,Accessories,Scarves,58,159.22
2024-01-24,Formal Wear,Dress Shirts,47,128.46
2023-09-06,Formal Wear,Suits,92,157.09
2024-04-19,Formal Wear,Suits,27,199.43
2023-07-06,Accessories,Bags,20,117.71
2023-07-25,Formal Wear,Suits,2,37.1
2023-07-04,Formal Wear,Trousers,12,104.79
2023-09-06,Formal Wear,Dress Shirts,22,187.47
2023-12-08,Casual Wear,T-Shirts,36,119.54
2023-10-20,Formal Wear,Suits,10,44.05
2024-05-13,Formal Wear,Dress Shirts,61,195.91
2024-06-04,Formal Wear,Trousers,18,188.57
2023-11-09,Accessories,Hat,6,79.06
2023-09-16,Formal Wear,Dress Shirts,53,172.83
2023-06-15,Accessories,Hats,57,79.68
2023-12-11,Accessories,Scarves,48,25.86
2024-04-25,Formal Wear,Trousers,58,59.94
2023-06-28,Accessories,Bags,80,195.71
2023-07-13,Casual Wear,Jeans,90,166.03
2023-09-26,Casual Wear,Jeans,14,65.23
2023-12-01,Casual Wear,Hoodie,10,52.38
2023-12-27,Formal Wear,Trousers,12,76.3
2023-09-19,Formal Wear,Trousers,69,181.02
2023-12-02,Formal Wear,Suits,11,44.25
2024-06-05,Casual Wear,Hoodie,99,92.29
2024-03-11,Formal Wear,Dress Shirts,9,70.28
2024-01-17,Accessories,Hat,28,143.44
2024-03-16,Formal Wear,Suits,36,96.37
2024-05-19,Accessories,Hats,61,37.65
2023-09-25,Casual Wear,Shorts,73,15.95
2023-12-08,Accessories,Hat,8,187.93
2024-01-08,Formal Wear,Dress Shirts,61,50.55
2024-05-03,Casual Wear,T-Shirts,98,139.9
2023-09-26,Formal Wear,Dress Shirts,82,43.46
2023-10-03,Casual Wear,T-Shirts,36,86.96
2024-05-03,Formal Wear,Trousers,58,175.54
2024-01-12,Accessories,Hats,86,179.68
2024-04-26,Casual Wear,T-Shirts,12,180.04
2023-08-07,Formal Wear,Dress Shirts,97,66.41
2023-09-04,Casual Wear,Shorts,54,101.51
2024-05-24,Accessories,Hats,90,92.99
2023-09-10,Accessories,Hat,2,116.57
2023-07-11,Accessories,Hats,10,147.32
2024-05-28,Accessories,Hats,42,136.17
2023-11-11,Accessories,Scarves,2,38.6
2023-07-21,Formal Wear,Suits,64,174.22
2023-12-14,Casual Wear,Hoodie,34,108.93
2024-02-07,Casual Wear,Hoodie,17,130.52
2024-03-29,Accessories,Bags,5,51.54
2024-04-10,Casual Wear,Hoodie,90,113.76
2023-12-06,Casual Wear,Hoodie,28,76.14
2023-08-14,Casual Wear,T-Shirts,48,164.62
2023-11-18,Casual Wear,Shorts,40,105.4
2024-04-22,Casual Wear,Hoodie,84,199.82
2023-06-16,Formal Wear,Dress Shirts,46,76.92
2024-05-10,Accessories,Hat,67,195.07
2023-08-22,Formal Wear,Suits,23,97.18
2023-11-10,Formal Wear,Suits,71,123.03
2024-01-07,Accessories,Hat,49,64.16
2023-08-12,Accessories,Hat,82,63.82
2024-03-22,Accessories,Bags,12,163.13
2023-09-25,Casual Wear,T-Shirts,84,13.12
2024-02-18,Formal Wear,Suits,64,152.49
2024-04-06,Accessories,Bags,82,94.38
2024-05-12,Accessories,Bags,86,65.08
2024-05-30,Formal Wear,Suits,29,157.61
2023-08-27,Accessories,Hat,15,47.16
2023-10-29,Formal Wear,Suits,45,193.85
2024-02-24,Formal Wear,Dress Shirts,83,143.73
2024-05-25,Accessories,Hat,1,188.53
2024-01-09,Casual Wear,Shorts,35,177.13
2023-12-24,Formal Wear,Dress Shirts,54,137.93
2023-12-02,Casual Wear,Hoodie,5,12.95
2023-07-09,Casual Wear,Shorts,67,165.81
2024-06-09,Accessories,Scarves,43,42.38
2024-01-09,Accessories,Hat,31,115.59
2023-11-26,Formal Wear,Suits,79,132.44
2024-06-13,Casual Wear,Hoodie,17,188.48
2023-07-12,Formal Wear,Trousers,23,86.59
2023-12-14,Formal Wear,Trousers,21,93.11
2023-12-12,Casual Wear,Jeans,65,32.49
2023-09-16,Accessories,Hat,98,129.19
2024-04-12,Formal Wear,Trousers,21,190.25
2023-12-05,Casual Wear,T-Shirts,12,14.87
2023-07-04,Casual Wear,Jeans,4,127.44
2023-11-05,Accessories,Bags,74,82.66
2024-04-27,Accessories,Hats,59,130.55
2024-03-14,Formal Wear,Suits,31,133.98
2023-06-17,Casual Wear,Shorts,25,111.73
2024-01-05,Casual Wear,Hoodie,99,59.49
2024-05-12,Casual Wear,Shorts,11,187.65
2023-10-19,Accessories,Bags,82,197.11
2023-08-24,Casual Wear,T-Shirts,59,186.17
2023-12-20,Casual Wear,T-Shirts,19,63.67
2024-05-20,Casual Wear,T-Shirts,10,103.91
2024-05-09,Formal Wear,Suits,51,29.13
2024-02-07,Casual Wear,Hoodie,10,102.44
2023-07-19,Accessories,Bags,27,140.59
2023-08-01,Formal Wear,Dress Shirts,82,182.58
2024-03-24,Casual Wear,Jeans,39,11.93
2024-06-08,Casual Wear,T-Shirts,16,195.42
2024-01-20,Formal Wear,Dress Shirts,79,124.0
2023-08-31,Casual Wear,Jeans,67,150.92
2024-04-04,Casual Wear,Jeans,78,15.62
2024-02-11,Casual Wear,Jeans,28,174.71
2023-12-22,Casual Wear,Jeans,4,72.23
2023-11-28,Casual Wear,T-Shirts,94,141.4
2023-11-25,Casual Wear,Shorts,36,101.5
2024-03-10,Casual Wear,Shorts,91,114.78
2024-01-04,Formal Wear,Dress Shirts,96,163.71
2023-11-12,Formal Wear,Trousers,52,185.25
2024-04-18,Formal Wear,Suits,26,140.54
2023-07-10,Accessories,Scarves,51,29.55
2024-02-12,Accessories,Scarves,22,160.88
2024-02-05,Accessories,Hat,56,177.74
2023-07-10,Formal Wear,Trousers,96,61.62
2023-07-11,Formal Wear,Trousers,14,125.39
2023-08-27,Formal Wear,Suits,73,77.05
2024-04-10,Accessories,Bags,58,41.78
2023-10-20,Casual Wear,Shorts,76,87.86
2024-03-14,Accessories,Scarves,51,15.69
2023-06-23,Casual Wear,Shorts,55,160.27
2024-02-03,Formal Wear,Suits,10,50.88
2023-10-19,Formal Wear,Dress Shirts,19,158.11
2024-01-19,Casual Wear,T-Shirts,41,140.78
2023-07-16,Accessories,Scarves,28,98.42
2024-01-14,Formal Wear,Suits,72,22.58
2024-06-02,Formal Wear,Trousers,28,110.18
2023-10-26,Casual Wear,Shorts,92,125.5
2023-11-01,Accessories,Bags,74,179.61
2023-10-19,Formal Wear,Trousers,97,92.69
2024-02-11,Formal Wear,Suits,26,19.44
2023-12-06,Formal Wear,Dress Shirts,6,198.15
2023-10-06,Formal Wear,Suits,16,96.03
2023-09-05,Accessories,Scarves,76,82.74
2024-01-15,Accessories,Bags,37,13.39
2024-04-30,Accessories,Bags,60,64.03
2024-06-12,Formal Wear,Suits,69,184.43
2024-04-08,Casual Wear,Shorts,83,13.09
2023-12-03,Formal Wear,Suits,54,147.42
2023-11-28,Formal Wear,Dress Shirts,97,75.71
2024-05-15,Casual Wear,Shorts,64,126.34
2023-09-06,Formal Wear,Dress Shirts,90,196.95
2023-07-11,Formal Wear,Trousers,16,170.18
2023-12-05,Accessories,Bags,4,52.56
2024-03-30,Casual Wear,Jeans,14,198.77
2023-12-11,Accessories,Hat,29,42.34
2023-07-25,Casual Wear,Shorts,69,198.02
2024-05-16,Accessories,Bags,34,177.83
2023-07-12,Casual Wear,T-Shirts,7,189.96
2023-11-13,Casual Wear,Shorts,43,140.71
2024-06-09,Formal Wear,Dress Shirts,90,42.36
2023-12-11,Casual Wear,Hoodie,16,33.99
2023-12-12,Casual Wear,Hoodie,82,94.89
2023-12-06,Casual Wear,Jeans,74,100.81
2023-08-26,Formal Wear,Dress Shirts,42,156.8
2024-05-31,Formal Wear,Suits,12,60.12
2023-11-19,Formal Wear,Trousers,11,77.07
2024-04-05,Casual Wear,Jeans,89,24.82
2024-05-07,Formal Wear,Suits,28,12.49
2023-08-30,Casual Wear,Hoodie,50,45.7
2023-10-22,Casual Wear,Shorts,27,164.66
2024-02-21,Accessories,Scarves,98,189.43
2024-03-20,Accessories,Hat,84,39.26
2023-12-23,Accessories,Bags,17,51.57
2023-10-20,Formal Wear,Dress Shirts,58,174.89
2023-11-19,Accessories,Hats,100,86.04
2023-12-19,Casual Wear,Shorts,55,41.2
2023-11-13,Formal Wear,Trousers,83,29.39
2023-12-29,Formal Wear,Suits,96,30.94
2023-10-31,Casual Wear,Hoodie,24,60.68
2024-03-10,Formal Wear,Trousers,68,96.0
2023-11-28,Formal Wear,Suits,71,25.97
2023-09-19,Formal Wear,Suits,20,85.42
2024-02-12,Formal Wear,Trousers,43,20.1
2023-11-24,Formal Wear,Dress Shirts,13,19.34
